HGNC ID	Approved symbol	Approved name
HGNC:23035	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3
HGNC:26677	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4
HGNC:51320	L3MBTL4-AS1	L3MBTL4 antisense RNA 1
HGNC:26789	LACC1	laccase domain containing 1
HGNC:16430	LACRT	lacritin
HGNC:16468	LACTB	lactamase beta
HGNC:18512	LACTB2	lactamase beta 2
HGNC:27841	LACTB2-AS1	LACTB2 antisense RNA 1
HGNC:35445	LACTBL1	lactamase beta like 1
HGNC:6471	LAD~withdrawn	symbol withdrawn, see DLD
HGNC:6472	LAD1	ladinin 1
HGNC:6474	LAG1~withdrawn	symbol withdrawn, see CCL4
HGNC:6475	LAG2~withdrawn	symbol withdrawn, see GNLY
HGNC:6476	LAG3	lymphocyte activating 3
HGNC:26058	LAGE3	L antigen family member 3
HGNC:49909	LAGE3P1	L antigen family member 3 pseudogene 1
HGNC:6477	LAIR1	leukocyte associated immunoglobulin like receptor 1
HGNC:6478	LAIR2	leukocyte associated immunoglobulin like receptor 2
HGNC:6479	LAKLG	lymphokine-activated killer cell ligand
HGNC:6480	LALBA	lactalbumin alpha
HGNC:6481	LAMA1	laminin subunit alpha 1
HGNC:6482	LAMA2	laminin subunit alpha 2
HGNC:6483	LAMA3	laminin subunit alpha 3
HGNC:6484	LAMA4	laminin subunit alpha 4
HGNC:6485	LAMA5	laminin subunit alpha 5
HGNC:40334	LAMA5-AS1	LAMA5 antisense RNA 1
HGNC:6486	LAMB1	laminin subunit beta 1
HGNC:6487	LAMB2	laminin subunit beta 2
HGNC:6488	LAMB2P1	laminin subunit beta 2 pseudogene 1
HGNC:6489	LAMB2T~withdrawn	symbol withdrawn, see LAMC2
HGNC:6490	LAMB3	laminin subunit beta 3
HGNC:6491	LAMB4	laminin subunit beta 4
HGNC:6492	LAMC1	laminin subunit gamma 1
HGNC:52645	LAMC1-AS1	LAMC1 antisense RNA 1
HGNC:6493	LAMC2	laminin subunit gamma 2
HGNC:6494	LAMC3	laminin subunit gamma 3
HGNC:6495	LAMM~withdrawn	symbol withdrawn, see LAMA2
HGNC:6496	LAMNA~withdrawn	symbol withdrawn, see LAMA3
HGNC:6497	LAMNB1~withdrawn	symbol withdrawn, see LAMB3
HGNC:6498	LAMNB2~withdrawn	symbol withdrawn, see LAMC2
HGNC:6499	LAMP1	lysosomal associated membrane protein 1
HGNC:6500	LAMP1P1	lysosomal associated membrane protein 1 pseudogene 1
HGNC:6501	LAMP2	lysosomal associated membrane protein 2
HGNC:14582	LAMP3	lysosomal associated membrane protein 3
HGNC:16097	LAMP5	lysosomal associated membrane protein family member 5
HGNC:40754	LAMP5-AS1	LAMP5 antisense RNA 1
HGNC:6507	LAMS~withdrawn	symbol withdrawn, see LAMB2
HGNC:26068	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
HGNC:29796	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
HGNC:15606	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
HGNC:39726	LAMTOR3P1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 1
HGNC:39727	LAMTOR3P2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 2
HGNC:33772	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
HGNC:17955	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
HGNC:40823	LAMTOR5-AS1	LAMTOR5 antisense RNA 1
HGNC:31854	LAMTOR5P1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 pseudogene 1
HGNC:6508	LANCL1	LanC like 1
HGNC:50727	LANCL1-AS1	LANCL1 antisense RNA 1
HGNC:6509	LANCL2	LanC like 2
HGNC:24767	LANCL3	LanC like 3
HGNC:18449	LAP3	leucine aminopeptidase 3
HGNC:42364	LAP3P1	leucine aminopeptidase 3 pseudogene 1
HGNC:42365	LAP3P2	leucine aminopeptidase 3 pseudogene 2
HGNC:6924	LAPTM4A	lysosomal protein transmembrane 4 alpha
HGNC:13646	LAPTM4B	lysosomal protein transmembrane 4 beta
HGNC:51934	LAPTM4BP1	lysosomal protein transmembrane 4 beta pseudogene 1
HGNC:51935	LAPTM4BP2	lysosomal protein transmembrane 4 beta pseudogene 2
HGNC:29612	LAPTM5	lysosomal protein transmembrane 5
HGNC:40336	LARGE-AS1	LARGE antisense RNA 1
HGNC:41357	LARGE-IT1	LARGE intronic transcript 1
HGNC:6511	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
HGNC:16522	LARGE2	LARGE xylosyl- and glucuronyltransferase 2
HGNC:29531	LARP1	La ribonucleoprotein domain family member 1
HGNC:24704	LARP1B	La ribonucleoprotein domain family member 1B
HGNC:37097	LARP1BP1	La ribonucleoprotein domain family member 1B pseudogene 1
HGNC:44084	LARP1BP2	La ribonucleoprotein domain family member 1B pseudogene 2
HGNC:44085	LARP1BP3	La ribonucleoprotein domain family member 1B pseudogene 3
HGNC:23183	LARP1P1	La ribonucleoprotein domain family member 1 pseudogene 1
HGNC:24320	LARP4	La ribonucleoprotein domain family member 4
HGNC:28987	LARP4B	La ribonucleoprotein domain family member 4B
HGNC:21438	LARP4P	La ribonucleoprotein domain family member 4 pseudogene
HGNC:24012	LARP6	La ribonucleoprotein domain family member 6
HGNC:24912	LARP7	La ribonucleoprotein domain family member 7
HGNC:49763	LARP7P1	La ribonucleoprotein domain family member 7 pseudogene 1
HGNC:49764	LARP7P2	La ribonucleoprotein domain family member 7 pseudogene 2
HGNC:49765	LARP7P3	La ribonucleoprotein domain family member 7 pseudogene 3
HGNC:49766	LARP7P4	La ribonucleoprotein domain family member 7 pseudogene 4
HGNC:6512	LARS	leucyl-tRNA synthetase
HGNC:17095	LARS2	leucyl-tRNA synthetase 2, mitochondrial
HGNC:40796	LARS2-AS1	LARS2 antisense RNA 1
HGNC:25726	LAS1L	LAS1 like, ribosome biogenesis factor
HGNC:6513	LASP1	LIM and SH3 protein 1
HGNC:18874	LAT	linker for activation of T cells
HGNC:12749	LAT2	linker for activation of T cells family member 2
HGNC:6514	LATS1	large tumor suppressor kinase 1
HGNC:6515	LATS2	large tumor suppressor kinase 2
HGNC:39912	LATS2-AS1	LATS2 antisense RNA 1
HGNC:26005	LAX1	lymphocyte transmembrane adaptor 1
HGNC:29471	LAYN	layilin
HGNC:6516	LBC~withdrawn	symbol withdrawn, see AKAP13
HGNC:29532	LBH	limb bud and heart development
HGNC:28351	LBHD1	LBH domain containing 1
HGNC:52384	LBHD2	LBH domain containing 2
HGNC:6517	LBP	lipopolysaccharide binding protein
HGNC:6518	LBR	lamin B receptor
HGNC:16960	LBX1	ladybird homeobox 1
HGNC:48678	LBX1-AS1	LBX1 antisense RNA 1
HGNC:15525	LBX2	ladybird homeobox 2
HGNC:25136	LBX2-AS1	LBX2 antisense RNA 1
HGNC:6519	LCA~withdrawn	symbol withdrawn, see GUCY2D
HGNC:6520	LCA3~withdrawn	symbol withdrawn, see SPATA7
HGNC:6521	LCA4~withdrawn	symbol withdrawn, see AIPL1
HGNC:31923	LCA5	lebercilin LCA5
HGNC:1255	LCA5L	lebercilin LCA5 like
HGNC:19105	LCA9~withdrawn	symbol withdrawn, see NMNAT1
HGNC:25837	LCAL1	lung cancer associated lncRNA 1
HGNC:6522	LCAT	lecithin-cholesterol acyltransferase
HGNC:30995	LCCS1~withdrawn	symbol withdrawn, see GLE1
HGNC:33591	LCCS2~withdrawn	symbol withdrawn, see ERBB3
HGNC:6523	LCD1~withdrawn	symbol withdrawn, see TGFBI
HGNC:29459	LCE1A	late cornified envelope 1A
HGNC:16611	LCE1B	late cornified envelope 1B
HGNC:29464	LCE1C	late cornified envelope 1C
HGNC:29465	LCE1D	late cornified envelope 1D
HGNC:29466	LCE1E	late cornified envelope 1E
HGNC:29467	LCE1F	late cornified envelope 1F
HGNC:29469	LCE2A	late cornified envelope 2A
HGNC:16610	LCE2B	late cornified envelope 2B
HGNC:29460	LCE2C	late cornified envelope 2C
HGNC:16518	LCE2D	late cornified envelope 2D
HGNC:29461	LCE3A	late cornified envelope 3A
HGNC:29462	LCE3B	late cornified envelope 3B
HGNC:16612	LCE3C	late cornified envelope 3C
HGNC:16615	LCE3D	late cornified envelope 3D
HGNC:29463	LCE3E	late cornified envelope 3E
HGNC:16613	LCE4A	late cornified envelope 4A
HGNC:16614	LCE5A	late cornified envelope 5A
HGNC:31824	LCE6A	late cornified envelope 6A
HGNC:31806	LCEP1	late cornified envelope pseudogene 1
HGNC:31807	LCEP2	late cornified envelope pseudogene 2
HGNC:31809	LCEP3	late cornified envelope pseudogene 3
HGNC:31808	LCEP4	late cornified envelope pseudogene 4
HGNC:6524	LCK	LCK proto-oncogene, Src family tyrosine kinase
HGNC:26756	LCLAT1	lysocardiolipin acyltransferase 1
HGNC:17557	LCMT1	leucine carboxyl methyltransferase 1
HGNC:51177	LCMT1-AS1	LCMT1 antisense RNA 1
HGNC:51178	LCMT1-AS2	LCMT1 antisense RNA 2
HGNC:17558	LCMT2	leucine carboxyl methyltransferase 2
HGNC:6525	LCN1	lipocalin 1
HGNC:23412	LCN1P1	lipocalin 1 pseudogene 1
HGNC:23680	LCN1P2	lipocalin 1 pseudogene 2
HGNC:6526	LCN2	lipocalin 2
HGNC:17559	LCN5~withdrawn	symbol withdrawn, see LCN8
HGNC:17337	LCN6	lipocalin 6
HGNC:27038	LCN8	lipocalin 8
HGNC:17442	LCN9	lipocalin 9
HGNC:20892	LCN10	lipocalin 10
HGNC:28733	LCN12	lipocalin 12
HGNC:33777	LCN15	lipocalin 15
HGNC:34436	LCNL1	lipocalin like 1
HGNC:29503	LCOR	ligand dependent nuclear receptor corepressor
HGNC:30776	LCORL	ligand dependent nuclear receptor corepressor like
HGNC:6528	LCP1	lymphocyte cytosolic protein 1
HGNC:6529	LCP2	lymphocyte cytosolic protein 2
HGNC:15737	LCS1	lymphedema-cholestasis syndrome 1
HGNC:6530	LCT	lactase
HGNC:15583	LCTL	lactase like
HGNC:6531	LD~withdrawn	symbol withdrawn, see FMN1
HGNC:26145	LDAH	lipid droplet associated hydrolase
HGNC:6532	LDB1	LIM domain binding 1
HGNC:6533	LDB2	LIM domain binding 2
HGNC:15710	LDB3	LIM domain binding 3
HGNC:6534	LDC~withdrawn	symbol withdrawn, see LUM
HGNC:6535	LDHA	lactate dehydrogenase A
HGNC:28335	LDHAL6A	lactate dehydrogenase A like 6A
HGNC:21481	LDHAL6B	lactate dehydrogenase A like 6B
HGNC:39423	LDHAL6CP	lactate dehydrogenase A like 6C, pseudogene
HGNC:44239	LDHAL6DP	lactate dehydrogenase A like 6D, pseudogene
HGNC:44241	LDHAL6EP	lactate dehydrogenase A like 6E, pseudogene
HGNC:44240	LDHAL6FP	lactate dehydrogenase A like 6F, pseudogene
HGNC:6536	LDHAP1	lactate dehydrogenase A pseudogene 1
HGNC:6537	LDHAP2	lactate dehydrogenase A pseudogene 2
HGNC:6538	LDHAP3	lactate dehydrogenase A pseudogene 3
HGNC:6539	LDHAP4	lactate dehydrogenase A pseudogene 4
HGNC:6540	LDHAP5	lactate dehydrogenase A pseudogene 5
HGNC:23144	LDHAP7	lactate dehydrogenase A pseudogene 7
HGNC:6541	LDHB	lactate dehydrogenase B
HGNC:6542	LDHBP1	lactate dehydrogenase B pseudogene 1
HGNC:6543	LDHBP2	lactate dehydrogenase B pseudogene 2
HGNC:39136	LDHBP3	lactate dehydrogenase B pseudogene 3
HGNC:6544	LDHC	lactate dehydrogenase C
HGNC:19708	LDHD	lactate dehydrogenase D
HGNC:6547	LDLR	low density lipoprotein receptor
HGNC:32069	LDLRAD1	low density lipoprotein receptor class A domain containing 1
HGNC:32071	LDLRAD2	low density lipoprotein receptor class A domain containing 2
HGNC:27046	LDLRAD3	low density lipoprotein receptor class A domain containing 3
HGNC:1224	LDLRAD4	low density lipoprotein receptor class A domain containing 4
HGNC:48592	LDLRAD4-AS1	LDLRAD4 antisense RNA 1
HGNC:18640	LDLRAP1	low density lipoprotein receptor adaptor protein 1
HGNC:6548	LDOC1	LDOC1 regulator of NFKB signaling
HGNC:6549	LE~withdrawn	symbol withdrawn, see FUT3
HGNC:29571	LEAP2	liver enriched antimicrobial peptide 2
HGNC:6550	LECT2	leukocyte cell derived chemotaxin 2
HGNC:6551	LEF1	lymphoid enhancer binding factor 1
HGNC:40339	LEF1-AS1	LEF1 antisense RNA 1
HGNC:6552	LEFTY1	left-right determination factor 1
HGNC:3122	LEFTY2	left-right determination factor 2
HGNC:33765	LEKR1	leucine, glutamate and lysine rich 1
HGNC:32046	LELP1	late cornified envelope like proline rich 1
HGNC:18725	LEMD1	LEM domain containing 1
HGNC:44132	LEMD1-AS1	LEMD1 antisense RNA 1
HGNC:21244	LEMD2	LEM domain containing 2
HGNC:28887	LEMD3	LEM domain containing 3
HGNC:14429	LENEP	lens epithelial protein
HGNC:15502	LENG1	leukocyte receptor cluster member 1
HGNC:15498	LENG3~withdrawn	symbol withdrawn, see PPP1R12C
HGNC:15499	LENG6~withdrawn	entry withdrawn
HGNC:16303	LENG7~withdrawn	symbol withdrawn, see EEF1A1
HGNC:15500	LENG8	leukocyte receptor cluster member 8
HGNC:40705	LENG8-AS1	LENG8 antisense RNA 1
HGNC:16306	LENG9	leukocyte receptor cluster member 9
HGNC:16308	LENG10~withdrawn	entry withdrawn
HGNC:16307	LENG11~withdrawn	entry withdrawn
HGNC:30401	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component
HGNC:6553	LEP	leptin
HGNC:6554	LEPR	leptin receptor
HGNC:29477	LEPROT	leptin receptor overlapping transcript
HGNC:6555	LEPROTL1	leptin receptor overlapping transcript like 1
HGNC:6556	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
HGNC:14649	LETM1P1	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 1
HGNC:33985	LETM1P2	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 2
HGNC:33986	LETM1P3	leucine zipper and EF-hand containing transmembrane protein 1 pseudogene 3
HGNC:14648	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
HGNC:24241	LETMD1	LETM1 domain containing 1
HGNC:6557	LEU1~withdrawn	symbol withdrawn, see CD5
HGNC:6558	LEU7~withdrawn	symbol withdrawn, see B3GAT1
HGNC:31953	LEUTX	leucine twenty homeobox
HGNC:26854	LEXM	lymphocyte expansion molecule
HGNC:6559	LFA3~withdrawn	symbol withdrawn, see CD58
HGNC:6560	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
HGNC:6561	LGALS1	galectin 1
HGNC:6562	LGALS2	galectin 2
HGNC:6563	LGALS3	galectin 3
HGNC:6564	LGALS3BP	galectin 3 binding protein
HGNC:6565	LGALS4	galectin 4
HGNC:6568	LGALS7	galectin 7
HGNC:34447	LGALS7B	galectin 7B
HGNC:6569	LGALS8	galectin 8
HGNC:40340	LGALS8-AS1	LGALS8 antisense RNA 1
HGNC:6570	LGALS9	galectin 9
HGNC:24842	LGALS9B	galectin 9B
HGNC:33874	LGALS9C	galectin 9C
HGNC:49896	LGALS9DP	galectin 9D, pseudogene
HGNC:15788	LGALS12	galectin 12
HGNC:15449	LGALS13	galectin 13
HGNC:30054	LGALS14	galectin 14
HGNC:40039	LGALS16	galectin 16
HGNC:25012	LGALSL	galectin like
HGNC:53951	LGALSL-DT	LGALSL divergent transcript
HGNC:6571	LGCR~withdrawn	symbol withdrawn, see EXT1
HGNC:6572	LGI1	leucine rich glioma inactivated 1
HGNC:18710	LGI2	leucine rich repeat LGI family member 2
HGNC:18711	LGI3	leucine rich repeat LGI family member 3
HGNC:18712	LGI4	leucine rich repeat LGI family member 4
HGNC:6573	LGMD1~withdrawn	symbol withdrawn, see MYOT
HGNC:6574	LGMD1A~withdrawn	symbol withdrawn, see MYOT
HGNC:6575	LGMD1B~withdrawn	symbol withdrawn, see LMNA
HGNC:6576	LGMD1D~withdrawn	symbol withdrawn, see DNAJB6
HGNC:33443	LGMD1F~withdrawn	symbol withdrawn, see TNPO3
HGNC:32230	LGMD1G	limb girdle muscular dystrophy 1G (autosomal dominant)
HGNC:38505	LGMD1H	limb girdle muscular dystrophy 1H (autosomal dominant)
HGNC:6577	LGMD2~withdrawn	symbol withdrawn, see CAPN3
HGNC:6578	LGMD2A~withdrawn	symbol withdrawn, see CAPN3
HGNC:6579	LGMD2B~withdrawn	symbol withdrawn, see DYSF
HGNC:6580	LGMD2C~withdrawn	symbol withdrawn, see SGCG
HGNC:6581	LGMD2G~withdrawn	symbol withdrawn, see TCAP
HGNC:6582	LGMD2H~withdrawn	symbol withdrawn, see TRIM32
HGNC:33439	LGMD2L~withdrawn	symbol withdrawn, see ANO5
HGNC:9472	LGMN	legumain
HGNC:23079	LGMNP1	legumain pseudogene 1
HGNC:13299	LGR4	leucine rich repeat containing G protein-coupled receptor 4
HGNC:4504	LGR5	leucine rich repeat containing G protein-coupled receptor 5
HGNC:19719	LGR6	leucine rich repeat containing G protein-coupled receptor 6
HGNC:21016	LGSN	lengsin, lens protein with glutamine synthetase domain
HGNC:39494	LGTN	ligatin
HGNC:6584	LHB	luteinizing hormone beta polypeptide
HGNC:6585	LHCGR	luteinizing hormone/choriogonadotropin receptor
HGNC:6587	LHFPL1	LHFPL tetraspan subfamily member 1
HGNC:6588	LHFPL2	LHFPL tetraspan subfamily member 2
HGNC:6589	LHFPL3	LHFPL tetraspan subfamily member 3
HGNC:40341	LHFPL3-AS1	LHFPL3 antisense RNA 1
HGNC:44106	LHFPL3-AS2	LHFPL3 antisense RNA 2
HGNC:29568	LHFPL4	LHFPL tetraspan subfamily member 4
HGNC:6590	LHFPL4~withdrawn	symbol withdrawn, see LHFPL3
HGNC:21253	LHFPL5	LHFPL tetraspan subfamily member 5
HGNC:6586	LHFPL6	LHFPL tetraspan subfamily member 6
HGNC:6591	LHON~withdrawn	symbol withdrawn, see MT-ND4
HGNC:30042	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
HGNC:6592	LHRH~withdrawn	symbol withdrawn, see GNRH1
HGNC:6593	LHX1	LIM homeobox 1
HGNC:53778	LHX1-DT	LHX1 divergent transcript
HGNC:6594	LHX2	LIM homeobox 2
HGNC:6595	LHX3	LIM homeobox 3
HGNC:21734	LHX4	LIM homeobox 4
HGNC:40982	LHX4-AS1	LHX4 antisense RNA 1
HGNC:14216	LHX5	LIM homeobox 5
HGNC:49570	LHX5-AS1	LHX5 antisense RNA 1
HGNC:21735	LHX6	LIM homeobox 6
HGNC:28838	LHX8	LIM homeobox 8
HGNC:14222	LHX9	LIM homeobox 9
HGNC:16429	LIAS	lipoic acid synthetase
HGNC:6596	LIF	LIF interleukin 6 family cytokine
HGNC:53473	LIF-AS1	LIF antisense RNA 1
HGNC:6597	LIFR	LIF receptor alpha
HGNC:43600	LIFR-AS1	LIFR antisense RNA 1
HGNC:6598	LIG1	DNA ligase 1
HGNC:6599	LIG2~withdrawn	symbol withdrawn, see LIG3
HGNC:6600	LIG3	DNA ligase 3
HGNC:6601	LIG4	DNA ligase 4
HGNC:6602	LILRA1	leukocyte immunoglobulin like receptor A1
HGNC:6603	LILRA2	leukocyte immunoglobulin like receptor A2
HGNC:6604	LILRA3	leukocyte immunoglobulin like receptor A3
HGNC:15503	LILRA4	leukocyte immunoglobulin like receptor A4
HGNC:16309	LILRA5	leukocyte immunoglobulin like receptor A5
HGNC:15495	LILRA6	leukocyte immunoglobulin like receptor A6
HGNC:6605	LILRB1	leukocyte immunoglobulin like receptor B1
HGNC:53114	LILRB1-AS1	LILRB1 antisense RNA 1
HGNC:6606	LILRB2	leukocyte immunoglobulin like receptor B2
HGNC:6607	LILRB3	leukocyte immunoglobulin like receptor B3
HGNC:6608	LILRB4	leukocyte immunoglobulin like receptor B4
HGNC:6609	LILRB5	leukocyte immunoglobulin like receptor B5
HGNC:15496	LILRP1	leukocyte immunoglobulin-like receptor pseudogene 1
HGNC:15497	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
HGNC:6610	LIM2	lens intrinsic membrane protein 2
HGNC:24636	LIMA1	LIM domain and actin binding 1
HGNC:6611	LIMAB1~withdrawn	symbol withdrawn, see ABLIM1
HGNC:29191	LIMCH1	LIM and calponin homology domains 1
HGNC:6612	LIMD1	LIM domains containing 1
HGNC:44107	LIMD1-AS1	LIMD1 antisense RNA 1
HGNC:28142	LIMD2	LIM domain containing 2
HGNC:26016	LIME1	Lck interacting transmembrane adaptor 1
HGNC:6613	LIMK1	LIM domain kinase 1
HGNC:6614	LIMK2	LIM domain kinase 2
HGNC:6615	LIMM~withdrawn	symbol withdrawn, see MT-TT
HGNC:6616	LIMS1	LIM zinc finger domain containing 1
HGNC:40342	LIMS1-AS1	LIMS1 antisense RNA 1
HGNC:16084	LIMS2	LIM zinc finger domain containing 2
HGNC:30047	LIMS3	LIM zinc finger domain containing 3
HGNC:39941	LIMS4	LIM zinc finger domain containing 4
HGNC:17787	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
HGNC:17788	LIN7B	lin-7 homolog B, crumbs cell polarity complex component
HGNC:17789	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
HGNC:30830	LIN9	lin-9 DREAM MuvB core complex component
HGNC:15986	LIN28A	lin-28 homolog A
HGNC:38055	LIN28AP1	LIN28A pseudogene 1
HGNC:38056	LIN28AP2	LIN28A pseudogene 2
HGNC:38057	LIN28AP3	LIN28A pseudogene 3
HGNC:32207	LIN28B	lin-28 homolog B
HGNC:21553	LIN28B-AS1	LIN28B antisense RNA 1
HGNC:33234	LIN37	lin-37 DREAM MuvB core complex component
HGNC:19856	LIN52	lin-52 DREAM MuvB core complex component
HGNC:25397	LIN54	lin-54 DREAM MuvB core complex component
HGNC:26885	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript
HGNC:43773	LINC-ROR	long intergenic non-protein coding RNA, regulator of reprogramming
HGNC:16224	LINC00028	long intergenic non-protein coding RNA 28
HGNC:16184	LINC00029	long intergenic non-protein coding RNA 29
HGNC:16506	LINC00032	long intergenic non-protein coding RNA 32
HGNC:32028	LINC00051	long intergenic non-protein coding RNA 51
HGNC:26455	LINC00052	long intergenic non-protein coding RNA 52
HGNC:31408	LINC00092	long intergenic non-protein coding RNA 92
HGNC:30470	LINC00102	long intergenic non-protein coding RNA 102
HGNC:31843	LINC00106	long intergenic non-protein coding RNA 106
HGNC:31847	LINC00108~withdrawn	entry withdrawn
HGNC:1262	LINC00111	long intergenic non-protein coding RNA 111
HGNC:1263	LINC00112	long intergenic non-protein coding RNA 112
HGNC:1264	LINC00113	long intergenic non-protein coding RNA 113
HGNC:1265	LINC00114	long intergenic non-protein coding RNA 114
HGNC:26211	LINC00115	long intergenic non-protein coding RNA 115
HGNC:1283	LINC00158	long intergenic non-protein coding RNA 158
HGNC:1285	LINC00159	long intergenic non-protein coding RNA 159
HGNC:1294	LINC00160	long intergenic non-protein coding RNA 160
HGNC:17138	LINC00161	long intergenic non-protein coding RNA 161
HGNC:33165	LINC00163	long intergenic non-protein coding RNA 163
HGNC:33166	LINC00165	long intergenic non-protein coding RNA 165
HGNC:30468	LINC00167	long intergenic non-protein coding RNA 167
HGNC:33791	LINC00173	long intergenic non-protein coding RNA 173
HGNC:27788	LINC00174	long intergenic non-protein coding RNA 174
HGNC:37192	LINC00184	long intergenic non-protein coding RNA 184
HGNC:18461	LINC00189	long intergenic non-protein coding RNA 189
HGNC:30974	LINC00200	long intergenic non-protein coding RNA 200
HGNC:16420	LINC00205	long intergenic non-protein coding RNA 205
HGNC:37255	LINC00207	long intergenic non-protein coding RNA 207
HGNC:15535	LINC00208	long intergenic non-protein coding RNA 208
HGNC:37458	LINC00210	long intergenic non-protein coding RNA 210
HGNC:37459	LINC00211	long intergenic non-protein coding RNA 211
HGNC:20191	LINC00216	long intergenic non-protein coding RNA 216
HGNC:20169	LINC00221	long intergenic non-protein coding RNA 221
HGNC:21560	LINC00222	long intergenic non-protein coding RNA 222
HGNC:20168	LINC00226	long intergenic non-protein coding RNA 226
HGNC:13240	LINC00229	long intergenic non-protein coding RNA 229
HGNC:14138	LINC00235	long intergenic non-protein coding RNA 235
HGNC:38166	LINC00237	long intergenic non-protein coding RNA 237
HGNC:20119	LINC00239	long intergenic non-protein coding RNA 239
HGNC:18772	LINC00240	long intergenic non-protein coding RNA 240
HGNC:21249	LINC00242	long intergenic non-protein coding RNA 242
HGNC:30956	LINC00243	long intergenic non-protein coding RNA 243
HGNC:13245	LINC00244	long intergenic non-protein coding RNA 244
HGNC:31950	LINC00251	long intergenic non-protein coding RNA 251
HGNC:14160	LINC00254	long intergenic non-protein coding RNA 254
HGNC:28770	LINC00260	long intergenic non-protein coding RNA 260
HGNC:16189	LINC00261	long intergenic non-protein coding RNA 261
HGNC:28019	LINC00265	long intergenic non-protein coding RNA 265
HGNC:38523	LINC00265-2P	long intergenic non-protein coding RNA 265-2, pseudogene
HGNC:38536	LINC00265-3P	long intergenic non-protein coding RNA 265-3, pseudogene
HGNC:16202	LINC00266-1	long intergenic non-protein coding RNA 266-1
HGNC:38529	LINC00266-2P	long intergenic non-protein coding RNA 266-2, pseudogene
HGNC:21112	LINC00266-3	long intergenic non-protein coding RNA 266-3
HGNC:38800	LINC00266-4P	long intergenic non-protein coding RNA 266-4, pseudogene
HGNC:38543	LINC00268	long intergenic non-protein coding RNA 268
HGNC:37771	LINC00268-2P	long intergenic non-protein coding RNA 268-2, pseudogene
HGNC:26586	LINC00269	long intergenic non-protein coding RNA 269
HGNC:32526	LINC00271	long intergenic non-protein coding RNA 271
HGNC:26898	LINC00272	long intergenic non-protein coding RNA 272
HGNC:38595	LINC00273	long intergenic non-protein coding RNA 273
HGNC:38548	LINC00273-2P~withdrawn	entry withdrawn
HGNC:38663	LINC00276	long intergenic non-protein coding RNA 276
HGNC:38712	LINC00278	long intergenic non-protein coding RNA 278
HGNC:38724	LINC00279	long intergenic non-protein coding RNA 279
HGNC:38803	LINC00280	long intergenic non-protein coding RNA 280
HGNC:38809	LINC00283	long intergenic non-protein coding RNA 283
HGNC:26981	LINC00284	long intergenic non-protein coding RNA 284
HGNC:38515	LINC00290	long intergenic non-protein coding RNA 290
HGNC:39078	LINC00293	long intergenic non-protein coding RNA 293
HGNC:27456	LINC00294	long intergenic non-protein coding RNA 294
HGNC:39210	LINC00297	long intergenic non-protein coding RNA 297
HGNC:49257	LINC00298	long intergenic non-protein coding RNA 298
HGNC:27940	LINC00299	long intergenic non-protein coding RNA 299
HGNC:28603	LINC00301	long intergenic non-protein coding RNA 301
HGNC:31825	LINC00302	long intergenic non-protein coding RNA 302
HGNC:26865	LINC00303	long intergenic non-protein coding RNA 303
HGNC:26713	LINC00304	long intergenic non-protein coding RNA 304
HGNC:28597	LINC00305	long intergenic non-protein coding RNA 305
HGNC:16727	LINC00307	long intergenic non-protein coding RNA 307
HGNC:16023	LINC00308	long intergenic non-protein coding RNA 308
HGNC:25279	LINC00309	long intergenic non-protein coding RNA 309
HGNC:16414	LINC00310	long intergenic non-protein coding RNA 310
HGNC:28312	LINC00311	long intergenic non-protein coding RNA 311
HGNC:6662	LINC00312	long intergenic non-protein coding RNA 312
HGNC:16416	LINC00313	long intergenic non-protein coding RNA 313
HGNC:16622	LINC00314	long intergenic non-protein coding RNA 314
HGNC:16621	LINC00315	long intergenic non-protein coding RNA 315
HGNC:19723	LINC00316	long intergenic non-protein coding RNA 316
HGNC:23126	LINC00317	long intergenic non-protein coding RNA 317
HGNC:19730	LINC00319	long intergenic non-protein coding RNA 319
HGNC:19690	LINC00320	long intergenic non-protein coding RNA 320
